Date,Open,High,Low,Close,Volume,Returns,rolling_mean,rolling_std
2017-11-09,308.6449890136719,329.4519958496094,307.0559997558594,320.8840026855469,893249984,,,
2017-11-10,320.6709899902344,324.7179870605469,294.5419921875,299.25299072265625,885985984,-0.06741068978776144,,
2017-11-11,298.58599853515625,319.4530029296875,298.1919860839844,314.6809997558594,842300992,0.05155507049719543,,
2017-11-12,314.69000244140625,319.15301513671875,298.51300048828125,307.9079895019531,1613479936,-0.0215234166001792,,
2017-11-13,307.0249938964844,328.4150085449219,307.0249938964844,316.71600341796875,1041889984,0.028605993401674246,,
2017-11-14,316.76300048828125,340.177001953125,316.76300048828125,337.6310119628906,1069680000,0.06603710680612629,,
2017-11-15,337.9639892578125,340.9119873046875,329.81298828125,333.35699462890625,722665984,-0.012658841109222885,,
2017-11-16,333.4429931640625,336.15899658203125,323.6059875488281,330.92401123046875,797254016,-0.007298432124233423,,
2017-11-17,330.1669921875,334.9639892578125,327.52301025390625,332.3940124511719,621732992,0.0044421110914172335,,
2017-11-18,331.9800109863281,349.6159973144531,327.68701171875,347.61199951171875,649638976,0.04578297589756475,,
2017-11-19,347.4010009765625,371.2909851074219,344.739990234375,354.385986328125,1181529984,0.01948720650012503,,
2017-11-20,354.093994140625,372.1369934082031,353.2890014648437,366.7300109863281,807027008,0.03483214668306278,330.2063344319661,19.67278178143683
2017-11-21,367.4429931640625,372.4700012207031,350.6929931640625,360.4010009765625,949912000,-0.017257954953682764,333.4994176228841,21.21723362342669
2017-11-22,360.31201171875,381.4200134277344,360.1470031738281,380.6520080566406,800819008,0.0561902076442764,340.2826690673828,22.259380160060726
2017-11-23,381.4389953613281,425.5480041503906,376.0880126953125,410.1659851074219,1845680000,0.07753532472207425,348.239751180013,28.474439217817256
2017-11-24,412.5010070800781,480.9729919433594,402.7579956054688,474.9110107421875,2292829952,0.15785079208313424,362.1566696166992,43.707207799787966
2017-11-25,475.6759948730469,485.1919860839844,461.0530090332031,466.2760009765625,1422080000,-0.018182374319202,374.62000274658203,50.38531991829263
2017-11-26,465.9739990234375,472.7229919433594,451.6059875488281,471.3299865722656,1197779968,0.010839042938341592,385.76158396402997,55.93868611258366
2017-11-27,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,1396480000,0.019147995398503648,398.01141866048175,59.40728199577351
2017-11-28,480.51800537109375,482.4800109863281,466.3469848632813,472.9020080566406,1346499968,-0.015515613992209687,409.8429183959961,58.968053144289065
2017-11-29,473.281005859375,522.3070068359375,425.0710144042969,427.5230102539063,2675940096,-0.09595856441637096,417.7703348795573,53.77534889681208
2017-11-30,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,1903040000,0.04582444207233105,426.0621693929036,49.473110113229005
2017-12-01,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,1247879936,0.043447519601349516,435.40833791097003,45.10215144948625
2017-12-02,466.85101318359375,476.239013671875,456.6530151367188,463.4490051269531,943649984,-0.006625376948076078,443.46825408935547,40.07522944097498
2017-12-03,463.7049865722656,482.8139953613281,451.85198974609375,465.8529968261719,990556992,0.005187176307693608,452.25592041015625,30.660153853487056
2017-12-04,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,1005550016,0.009339884498408058,459.7185872395833,21.03506224243823
2017-12-05,470.29400634765625,473.5580139160156,457.6600036621094,463.281005859375,1216720000,-0.014723405166720771,464.1448389689128,14.107838810306202
2017-12-06,462.60400390625,462.7080078125,420.2099914550781,428.5880126953125,1998259968,-0.07488542099779771,460.28458913167316,16.9461751361663
2017-12-07,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,2129570048,0.013579420408984078,457.62892150878906,18.35996612054895
2017-12-08,434.989013671875,466.06201171875,422.3670043945313,456.031005859375,2336379904,0.04977582567533467,456.35400644938153,17.846061865218672
2017-12-09,457.343994140625,504.1470031738281,456.25299072265625,473.50201416015625,2003849984,0.03831100972587986,455.7829233805339,17.10234828181445
2017-12-10,472.78900146484375,472.78900146484375,429.5140075683594,441.7210083007813,1404179968,-0.0671190510472156,453.1845067342122,16.627049842255083
2017-12-11,440.3580017089844,516.968994140625,439.10400390625,515.135986328125,1771440000,0.16620214263694977,460.48558807373047,22.524432408500683
2017-12-12,522.2860107421875,657.3179931640625,504.4939880371094,651.4310302734375,5179829760,0.2645807079346558,477.51200612386066,59.07116398811611
2017-12-13,644.906005859375,747.9929809570312,597.7979736328125,702.7670288085938,4524539904,0.07880496345654286,497.1975911458333,87.56950485495379
2017-12-14,700.593994140625,753.1209716796875,664.989013671875,695.8159790039062,3821580032,-0.009890973138668269,516.5615056355795,103.6442177971577
2017-12-15,696.3759765625,697.1320190429688,621.0609741210938,684.447998046875,2758710016,-0.016337625608002115,534.7777557373047,112.73295193263439
2017-12-16,686.1920166015625,718.385009765625,680.7860107421875,696.208984375,2165690112,0.01718317003144998,553.6115036010742,119.6318805202559
2017-12-17,696.2369995117188,735.8250122070312,696.2369995117188,719.9749755859375,2147389952,0.034136289166496026,575.0026677449545,124.8474991020393
2017-12-18,721.7319946289062,803.927978515625,689.2310180664062,794.64501953125,3249230080,0.10371199899627581,605.5074183146158,130.4171322228211
2017-12-19,793.9010009765625,881.9439697265625,785.3419799804688,826.822998046875,4096549888,0.04049352569353082,638.2086690266927,132.79102580030502
2017-12-20,827.5159912109375,845.06201171875,756.0040283203125,819.0859985351562,3969939968,-0.009357504000245709,668.4632517496744,128.80988525313285
2017-12-21,820.2360229492188,880.5430297851562,792.6890258789062,821.06298828125,3569060096,0.0024136534498566675,697.4266662597656,119.74294239754794
2017-12-22,822.6430053710938,827.6829833984375,543.7620239257812,674.8599853515625,4977710080,-0.1780655138721301,716.8549143473307,89.60341130082821
2017-12-23,681.3159790039062,763.89501953125,679.7310180664062,719.3870239257812,2480339968,0.0659796691768928,733.8758341471354,63.357448878222655
2017-12-24,721.7689819335938,721.7689819335938,614.9219970703125,694.1480102539062,2300549888,-0.0350840546638479,737.4355824788412,59.37930632744995
2017-12-25,698.8699951171875,782.52099609375,698.8699951171875,765.833984375,2491760128,0.1032718859121593,742.691162109375,58.82024189994995
2017-12-26,763.3699951171875,786.7899780273438,760.9349975585938,773.8359985351562,2201159936,0.010448758247111112,749.1928304036459,57.46420797993042
2017-12-27,774.969970703125,789.2529907226562,738.4130249023438,762.8419799804688,2100029952,-0.014207168670750336,755.7256622314453,53.77204279798207
2017-12-28,762.2080078125,763.3189697265625,701.18701171875,737.0230102539062,2389149952,-0.03384576413482587,759.1268310546875,50.87819439058073
